locality,Jobs,cutoff,X,T_freq,L_freq
MILLER,40934.4404698345,30,1,0.0,1.0
CASULA,22703.8866712838,30,1,0.0,1.0
CARTWRIGHT,80830.22611582441,30,1,0.0,1.0
HECKENBERG,32458.7079365079,30,1,0.0,1.0
SADLEIR,19685.2971323978,30,1,0.0,1.0
LURNEA,53135.6904866287,30,1,0.0,1.0
ASHCROFT,24971.2150710646,30,1,0.0,1.0
LIVERPOOL,65180.1687203074,30,1,0.0,1.0
MOOREBANK,26735.9628537494,30,1,0.0,1.0
WARWICK FARM,56118.925170067996,30,1,0.0,1.0
WATTLE GROVE,4084.1965499874104,30,1,0.0,1.0
CHIPPING NORTON,17968.6663625998,30,1,0.0,1.0
HOLSWORTHY,6385.52058456603,30,1,0.0,1.0
HAMMONDVILLE,5506.5033832769395,30,1,0.0,1.0
MOUNT PRITCHARD,55401.548913043494,30,1,0.0,1.0
PRESTONS,26349.2211667913,30,1,0.0,1.0
VOYAGER POINT,2833.2344110854497,30,1,0.0,1.0
PLEASURE POINT,850.544964028777,30,1,0.0,1.0
WEST HOXTON,33022.2816042781,30,1,0.0,1.0
CECIL HILLS,6273.471374335611,30,1,0.0,1.0
HOXTON PARK,41343.633687162,30,1,0.0,1.0
HINCHINBROOK,27189.102780441,30,1,0.0,1.0
GREEN VALLEY,17413.1081650571,30,1,0.0,1.0
HORNINGSEA PARK,13583.565426813,30,1,0.0,1.0
MIDDLETON GRANGE,37167.7248586181,30,1,0.0,1.0
DENHAM COURT,814.0016877637131,30,1,0.0,1.0
EDMONDSON PARK,10523.074634447199,30,1,0.0,1.0
LUDDENHAM,6220.87692307692,30,1,0.0,1.0
CARNES HILL,36000.5516351119,30,1,0.0,1.0
ELIZABETH HILLS,8064.78759466282,30,1,0.0,1.0
CECIL PARK,323.0,30,1,0.0,1.0
LEN WATERS ESTATE,,30,1,0.0,1.0
LEPPINGTON,4973.458256029679,30,1,0.0,1.0
BRINGELLY,18699.6067447639,30,1,0.0,1.0
GREENDALE,441.75,30,1,0.0,1.0
BADGERYS CREEK,63645.4125874126,30,1,0.0,1.0
KEMPS CREEK,75716.8525238192,30,1,0.0,1.0
WALLACIA,183.617699115044,30,1,0.0,1.0
AUSTRAL,68049.2028970295,30,1,0.0,1.0
ROSSMORE,,30,1,0.0,1.0
SILVERDALE,12.3448275862069,30,1,0.0,1.0
BUSBY,139337.41894876302,45,1,0.0,1.0
MILLER,174629.701726286,45,1,0.0,1.0
CASULA,127695.462758925,45,1,0.0,1.0
CARTWRIGHT,251863.671338989,45,1,0.0,1.0
HECKENBERG,115732.429206349,45,1,0.0,1.0
SADLEIR,98796.12690665039,45,1,0.0,1.0
LURNEA,174040.467886892,45,1,0.0,1.0
ASHCROFT,86411.66586216139,45,1,0.0,1.0
LIVERPOOL,215065.70469214302,45,1,0.0,1.0
MOOREBANK,149170.051644346,45,1,0.0,1.0
WARWICK FARM,198214.355194505,45,1,0.0,1.0
WATTLE GROVE,14867.1829513976,45,1,0.0,1.0
CHIPPING NORTON,116616.274002281,45,1,0.0,1.0
HOLSWORTHY,52013.3674924256,45,1,0.0,1.0
HAMMONDVILLE,15473.739971000501,45,1,0.0,1.0
MOUNT PRITCHARD,152970.239130435,45,1,0.0,1.0
PRESTONS,128278.208975318,45,1,0.0,1.0
VOYAGER POINT,20365.668591224,45,1,0.0,1.0
PLEASURE POINT,5597.01978417266,45,1,0.0,1.0
WEST HOXTON,149496.890588235,45,1,0.0,1.0
CECIL HILLS,54874.613059984804,45,1,0.0,1.0
HOXTON PARK,170568.993390747,45,1,0.0,1.0
HINCHINBROOK,144974.928379674,45,1,0.0,1.0
GREEN VALLEY,110961.789552239,45,1,0.0,1.0
HORNINGSEA PARK,98728.211131924,45,1,0.0,1.0
MIDDLETON GRANGE,174450.208384559,45,1,0.0,1.0
DENHAM COURT,3049.6751054852302,45,1,0.0,1.0
EDMONDSON PARK,83826.5451543848,45,1,0.0,1.0
LUDDENHAM,8610.50629370629,45,1,0.0,1.0
CARNES HILL,139479.863597246,45,1,0.0,1.0
ELIZABETH HILLS,57298.905156869805,45,1,0.0,1.0
CECIL PARK,323.0,45,1,0.0,1.0
LEN WATERS ESTATE,,45,1,0.0,1.0
LEPPINGTON,26898.936920222597,45,1,0.0,1.0
BRINGELLY,66919.74774582889,45,1,0.0,1.0
GREENDALE,912.416666666667,45,1,0.0,1.0
BADGERYS CREEK,188653.258741259,45,1,0.0,1.0
KEMPS CREEK,231683.72906953198,45,1,0.0,1.0
WALLACIA,1354.30265486726,45,1,0.0,1.0
AUSTRAL,225238.107813882,45,1,0.0,1.0
ROSSMORE,,45,1,0.0,1.0
SILVERDALE,137.551724137931,45,1,0.0,1.0
BUSBY,464790.899514134,60,1,0.0,1.0
MILLER,511387.99466097204,60,1,0.0,1.0
CASULA,423307.78839010297,60,1,0.0,1.0
CARTWRIGHT,1139309.94983401,60,1,0.0,1.0
HECKENBERG,360472.966031746,60,1,0.0,1.0
SADLEIR,295363.357230018,60,1,0.0,1.0
LURNEA,620979.971394125,60,1,0.0,1.0
ASHCROFT,253177.250737463,60,1,0.0,1.0
LIVERPOOL,1013249.4808737,60,1,0.0,1.0
MOOREBANK,916160.24626285,60,1,0.0,1.0
WARWICK FARM,856036.511921273,60,1,0.0,1.0
WATTLE GROVE,108720.40820951901,60,1,0.0,1.0
CHIPPING NORTON,571356.450057012,60,1,0.0,1.0
HOLSWORTHY,393621.785065051,60,1,0.0,1.0
HAMMONDVILLE,100963.763895602,60,1,0.0,1.0
MOUNT PRITCHARD,582394.601449275,60,1,0.0,1.0
PRESTONS,337353.78840688104,60,1,0.0,1.0
VOYAGER POINT,277420.39896073897,60,1,0.0,1.0
PLEASURE POINT,88691.821942446,60,1,0.0,1.0
WEST HOXTON,343917.220213904,60,1,0.0,1.0
CECIL HILLS,251751.33151101,60,1,0.0,1.0
HOXTON PARK,420950.27838974603,60,1,0.0,1.0
HINCHINBROOK,401466.00642377796,60,1,0.0,1.0
GREEN VALLEY,374998.419666374,60,1,0.0,1.0
HORNINGSEA PARK,227997.66577468603,60,1,0.0,1.0
MIDDLETON GRANGE,425673.403491517,60,1,0.0,1.0
DENHAM COURT,29705.774345991602,60,1,0.0,1.0
EDMONDSON PARK,197230.071223831,60,1,0.0,1.0
LUDDENHAM,11883.6335664336,60,1,0.0,1.0
CARNES HILL,348847.407056799,60,1,0.0,1.0
ELIZABETH HILLS,223362.354489722,60,1,0.0,1.0
CECIL PARK,323.0,60,1,0.0,1.0
LEN WATERS ESTATE,,60,1,0.0,1.0
LEPPINGTON,127758.51391465699,60,1,0.0,1.0
BRINGELLY,199386.24685836,60,1,0.0,1.0
GREENDALE,1584.66666666667,60,1,0.0,1.0
BADGERYS CREEK,566132.377622378,60,1,0.0,1.0
KEMPS CREEK,648813.171092641,60,1,0.0,1.0
WALLACIA,9802.84424778761,60,1,0.0,1.0
AUSTRAL,458118.248271829,60,1,0.0,1.0
ROSSMORE,,60,1,0.0,1.0
SILVERDALE,669.103448275862,60,1,0.0,1.0
BUSBY,2295.98498233216,15,2,0.0,2.0
MILLER,3285.19985762591,15,2,0.0,2.0
CASULA,1097.1858590946301,15,2,0.0,2.0
CARTWRIGHT,5015.81150866839,15,2,0.0,2.0
HECKENBERG,1464.03841269841,15,2,0.0,2.0
SADLEIR,1830.28248932276,15,2,0.0,2.0
LURNEA,2686.55118369136,15,2,0.0,2.0
ASHCROFT,1236.016358273,15,2,0.0,2.0
LIVERPOOL,13403.8317150266,15,2,0.0,2.0
MOOREBANK,1579.99492157104,15,2,0.0,2.0
WARWICK FARM,11036.2548048346,15,2,0.0,2.0
WATTLE GROVE,777.5886426592799,15,2,0.0,2.0
CHIPPING NORTON,1782.1044469783399,15,2,0.0,2.0
HOLSWORTHY,1227.71644983069,15,2,0.0,2.0
HAMMONDVILLE,1756.19961333978,15,2,0.0,2.0
MOUNT PRITCHARD,998.9365942028991,15,2,0.0,2.0
PRESTONS,1101.42909498878,15,2,0.0,2.0
VOYAGER POINT,191.905311778291,15,2,0.0,2.0
PLEASURE POINT,145.23381294964,15,2,0.0,2.0
WEST HOXTON,1426.6101604278101,15,2,0.0,2.0
CECIL HILLS,700.9210326499621,15,2,0.0,2.0
HOXTON PARK,2312.12697776888,15,2,0.0,2.0
HINCHINBROOK,1445.16816874401,15,2,0.0,2.0
GREEN VALLEY,1708.42089552239,15,2,0.0,2.0
HORNINGSEA PARK,1472.83783783784,15,2,0.0,2.0
MIDDLETON GRANGE,1223.5537251045,15,2,0.0,2.0
DENHAM COURT,140.513755274262,15,2,0.0,2.0
EDMONDSON PARK,617.055694640978,15,2,0.0,2.0
LUDDENHAM,2351.53286713287,15,2,0.0,2.0
CARNES HILL,2123.27538726334,15,2,0.0,2.0
ELIZABETH HILLS,593.642264695276,15,2,0.0,2.0
CECIL PARK,323.0,15,2,0.0,2.0
LEN WATERS ESTATE,,15,2,0.0,2.0
LEPPINGTON,136.547309833024,15,2,0.0,2.0
BRINGELLY,2166.74171104011,15,2,0.0,2.0
GREENDALE,108.083333333333,15,2,0.0,2.0
BADGERYS CREEK,2594.94405594406,15,2,0.0,2.0
KEMPS CREEK,3202.5937563348903,15,2,0.0,2.0
WALLACIA,15.918584070796499,15,2,0.0,2.0
AUSTRAL,8759.474471052199,15,2,0.0,2.0
ROSSMORE,,15,2,0.0,2.0
SILVERDALE,0.206896551724138,15,2,0.0,2.0
BUSBY,29098.309408127203,30,2,0.0,2.0
MILLER,40409.1268909059,30,2,0.0,2.0
CASULA,22359.7836680728,30,2,0.0,2.0
CARTWRIGHT,80342.8517152342,30,2,0.0,2.0
HECKENBERG,32415.0320634921,30,2,0.0,2.0
SADLEIR,19668.670530811498,30,2,0.0,2.0
LURNEA,52246.0748575186,30,2,0.0,2.0
ASHCROFT,24944.2290158219,30,2,0.0,2.0
LIVERPOOL,64901.834894857406,30,2,0.0,2.0
MOOREBANK,26738.819756726898,30,2,0.0,2.0
WARWICK FARM,55794.534046628396,30,2,0.0,2.0
WATTLE GROVE,4084.1965499874104,30,2,0.0,2.0
CHIPPING NORTON,17969.1571265678,30,2,0.0,2.0
HOLSWORTHY,6385.52058456603,30,2,0.0,2.0
HAMMONDVILLE,5506.5033832769395,30,2,0.0,2.0
MOUNT PRITCHARD,55470.0597826087,30,2,0.0,2.0
PRESTONS,25094.8652954375,30,2,0.0,2.0
VOYAGER POINT,2833.2344110854497,30,2,0.0,2.0
PLEASURE POINT,850.544964028777,30,2,0.0,2.0
WEST HOXTON,31831.1327272727,30,2,0.0,2.0
CECIL HILLS,6105.32148823083,30,2,0.0,2.0
HOXTON PARK,40538.941718405804,30,2,0.0,2.0
HINCHINBROOK,26706.1074784276,30,2,0.0,2.0
GREEN VALLEY,17515.5366988586,30,2,0.0,2.0
HORNINGSEA PARK,12184.952100615501,30,2,0.0,2.0
MIDDLETON GRANGE,36429.718219818,30,2,0.0,2.0
DENHAM COURT,814.0016877637131,30,2,0.0,2.0
EDMONDSON PARK,10266.7124560067,30,2,0.0,2.0
LUDDENHAM,6220.87692307692,30,2,0.0,2.0
CARNES HILL,34518.5309810671,30,2,0.0,2.0
ELIZABETH HILLS,8115.9563649477095,30,2,0.0,2.0
CECIL PARK,323.0,30,2,0.0,2.0
LEN WATERS ESTATE,,30,2,0.0,2.0
LEPPINGTON,4973.458256029679,30,2,0.0,2.0
BRINGELLY,17951.4718494853,30,2,0.0,2.0
GREENDALE,441.75,30,2,0.0,2.0
BADGERYS CREEK,59913.916083916105,30,2,0.0,2.0
KEMPS CREEK,71220.4289479019,30,2,0.0,2.0
WALLACIA,183.617699115044,30,2,0.0,2.0
AUSTRAL,64123.128806849694,30,2,0.0,2.0
ROSSMORE,,30,2,0.0,2.0
SILVERDALE,12.3448275862069,30,2,0.0,2.0
BUSBY,138403.961572438,45,2,0.0,2.0
MILLER,172147.265705642,45,2,0.0,2.0
CASULA,125748.47793238099,45,2,0.0,2.0
CARTWRIGHT,249189.08004426397,45,2,0.0,2.0
HECKENBERG,115044.87682539699,45,2,0.0,2.0
SADLEIR,98166.14124466141,45,2,0.0,2.0
LURNEA,171490.749232793,45,2,0.0,2.0
ASHCROFT,86080.68463395009,45,2,0.0,2.0
LIVERPOOL,213347.517479606,45,2,0.0,2.0
MOOREBANK,148841.40516853,45,2,0.0,2.0
WARWICK FARM,196542.16623736898,45,2,0.0,2.0
WATTLE GROVE,14867.1829513976,45,2,0.0,2.0
CHIPPING NORTON,116631.604789054,45,2,0.0,2.0
HOLSWORTHY,52015.4304045625,45,2,0.0,2.0
HAMMONDVILLE,15473.739971000501,45,2,0.0,2.0
MOUNT PRITCHARD,152931.268115942,45,2,0.0,2.0
PRESTONS,125441.081376215,45,2,0.0,2.0
VOYAGER POINT,20365.668591224,45,2,0.0,2.0
PLEASURE POINT,5597.01978417266,45,2,0.0,2.0
WEST HOXTON,146017.480106952,45,2,0.0,2.0
CECIL HILLS,49722.0932422172,45,2,0.0,2.0
HOXTON PARK,167729.690366513,45,2,0.0,2.0
HINCHINBROOK,143462.661744966,45,2,0.0,2.0
GREEN VALLEY,110919.363125549,45,2,0.0,2.0
HORNINGSEA PARK,97694.0064222638,45,2,0.0,2.0
MIDDLETON GRANGE,173134.238505041,45,2,0.0,2.0
DENHAM COURT,3049.6751054852302,45,2,0.0,2.0
EDMONDSON PARK,82860.53227386519,45,2,0.0,2.0
LUDDENHAM,8610.50629370629,45,2,0.0,2.0
CARNES HILL,135133.49870912198,45,2,0.0,2.0
ELIZABETH HILLS,57805.0483231158,45,2,0.0,2.0
CECIL PARK,323.0,45,2,0.0,2.0
LEN WATERS ESTATE,,45,2,0.0,2.0
LEPPINGTON,26878.5677179963,45,2,0.0,2.0
BRINGELLY,65472.7168619098,45,2,0.0,2.0
GREENDALE,912.416666666667,45,2,0.0,2.0
BADGERYS CREEK,182825.34965035,45,2,0.0,2.0
KEMPS CREEK,223025.10247314,45,2,0.0,2.0
WALLACIA,1354.30265486726,45,2,0.0,2.0
AUSTRAL,219227.934262022,45,2,0.0,2.0
ROSSMORE,,45,2,0.0,2.0
SILVERDALE,137.551724137931,45,2,0.0,2.0
BUSBY,464047.49315371,60,2,0.0,2.0
MILLER,507281.36785905,60,2,0.0,2.0
CASULA,419177.250708304,60,2,0.0,2.0
CARTWRIGHT,1133850.38067134,60,2,0.0,2.0
HECKENBERG,356811.176190476,60,2,0.0,2.0
SADLEIR,292622.55155582697,60,2,0.0,2.0
LURNEA,614306.71459886,60,2,0.0,2.0
ASHCROFT,251183.03995709302,60,2,0.0,2.0
LIVERPOOL,1010200.64813658,60,2,0.0,2.0
MOOREBANK,914931.368227055,60,2,0.0,2.0
WARWICK FARM,853671.900006605,60,2,0.0,2.0
WATTLE GROVE,108633.20410476,60,2,0.0,2.0
CHIPPING NORTON,570120.827480046,60,2,0.0,2.0
HOLSWORTHY,392461.972197469,60,2,0.0,2.0
HAMMONDVILLE,101443.986708555,60,2,0.0,2.0
MOUNT PRITCHARD,582002.753623188,60,2,0.0,2.0
PRESTONS,329527.04794315604,60,2,0.0,2.0
VOYAGER POINT,276460.853926097,60,2,0.0,2.0
PLEASURE POINT,88691.821942446,60,2,0.0,2.0
WEST HOXTON,339516.89903743303,60,2,0.0,2.0
CECIL HILLS,235532.849810175,60,2,0.0,2.0
HOXTON PARK,412751.302623673,60,2,0.0,2.0
HINCHINBROOK,398541.518504314,60,2,0.0,2.0
GREEN VALLEY,373686.57594381,60,2,0.0,2.0
HORNINGSEA PARK,224837.39710998102,60,2,0.0,2.0
MIDDLETON GRANGE,424134.962134251,60,2,0.0,2.0
DENHAM COURT,29421.3058227848,60,2,0.0,2.0
EDMONDSON PARK,193998.321613875,60,2,0.0,2.0
LUDDENHAM,11875.7552447552,60,2,0.0,2.0
CARNES HILL,342305.608003442,60,2,0.0,2.0
ELIZABETH HILLS,224107.15759105698,60,2,0.0,2.0
CECIL PARK,323.0,60,2,0.0,2.0
LEN WATERS ESTATE,,60,2,0.0,2.0
LEPPINGTON,126931.365491651,60,2,0.0,2.0
BRINGELLY,197115.13233936802,60,2,0.0,2.0
GREENDALE,1584.66666666667,60,2,0.0,2.0
BADGERYS CREEK,547067.426573427,60,2,0.0,2.0
KEMPS CREEK,632134.857084938,60,2,0.0,2.0
WALLACIA,9802.84424778761,60,2,0.0,2.0
AUSTRAL,449187.909925175,60,2,0.0,2.0
ROSSMORE,,60,2,0.0,2.0
SILVERDALE,669.103448275862,60,2,0.0,2.0
BUSBY,2292.88427561837,15,3,0.0,3.0
MILLER,3285.19985762591,15,3,0.0,3.0
CASULA,1089.8162815589,15,3,0.0,3.0
CARTWRIGHT,4659.87089634821,15,3,0.0,3.0
HECKENBERG,1464.03841269841,15,3,0.0,3.0
SADLEIR,1830.28248932276,15,3,0.0,3.0
LURNEA,2684.5767207365197,15,3,0.0,3.0
ASHCROFT,1236.016358273,15,3,0.0,3.0
LIVERPOOL,13395.1822535158,15,3,0.0,3.0
MOOREBANK,1579.99492157104,15,3,0.0,3.0
WARWICK FARM,11036.2548048346,15,3,0.0,3.0
WATTLE GROVE,777.5886426592799,15,3,0.0,3.0
CHIPPING NORTON,1782.1044469783399,15,3,0.0,3.0
HOLSWORTHY,1227.71644983069,15,3,0.0,3.0
HAMMONDVILLE,1756.19961333978,15,3,0.0,3.0
MOUNT PRITCHARD,998.9365942028991,15,3,0.0,3.0
PRESTONS,1100.7136125654401,15,3,0.0,3.0
VOYAGER POINT,191.905311778291,15,3,0.0,3.0
PLEASURE POINT,145.23381294964,15,3,0.0,3.0
WEST HOXTON,1337.6411764705902,15,3,0.0,3.0
CECIL HILLS,700.2985573272591,15,3,0.0,3.0
HOXTON PARK,2290.4706589224897,15,3,0.0,3.0
HINCHINBROOK,1444.6932885905999,15,3,0.0,3.0
GREEN VALLEY,1708.42089552239,15,3,0.0,3.0
HORNINGSEA PARK,1472.83783783784,15,3,0.0,3.0
MIDDLETON GRANGE,1226.04462748955,15,3,0.0,3.0
DENHAM COURT,140.513755274262,15,3,0.0,3.0
EDMONDSON PARK,617.055694640978,15,3,0.0,3.0
LUDDENHAM,2351.53286713287,15,3,0.0,3.0
CARNES HILL,2123.55851979346,15,3,0.0,3.0
ELIZABETH HILLS,593.642264695276,15,3,0.0,3.0
CECIL PARK,323.0,15,3,0.0,3.0
LEN WATERS ESTATE,,15,3,0.0,3.0
LEPPINGTON,136.547309833024,15,3,0.0,3.0
BRINGELLY,2148.87121050763,15,3,0.0,3.0
GREENDALE,108.083333333333,15,3,0.0,3.0
BADGERYS CREEK,2442.20979020979,15,3,0.0,3.0
KEMPS CREEK,2893.2227853233303,15,3,0.0,3.0
WALLACIA,15.918584070796499,15,3,0.0,3.0
AUSTRAL,7960.82128986789,15,3,0.0,3.0
ROSSMORE,,15,3,0.0,3.0
SILVERDALE,0.206896551724138,15,3,0.0,3.0
BUSBY,28924.4681978799,30,3,0.0,3.0
MILLER,39902.1626623954,30,3,0.0,3.0
CASULA,22040.824655291803,30,3,0.0,3.0
CARTWRIGHT,78958.7392106234,30,3,0.0,3.0
HECKENBERG,32385.333015873,30,3,0.0,3.0
SADLEIR,19659.3672971324,30,3,0.0,3.0
LURNEA,51356.138097325704,30,3,0.0,3.0
ASHCROFT,24944.2290158219,30,3,0.0,3.0
LIVERPOOL,64453.812106070094,30,3,0.0,3.0
MOOREBANK,26705.5535897121,30,3,0.0,3.0
WARWICK FARM,55671.033088963704,30,3,0.0,3.0
WATTLE GROVE,4084.1965499874104,30,3,0.0,3.0
CHIPPING NORTON,17968.6127708096,30,3,0.0,3.0
HOLSWORTHY,6385.52058456603,30,3,0.0,3.0
HAMMONDVILLE,5506.5033832769395,30,3,0.0,3.0
MOUNT PRITCHARD,55470.0597826087,30,3,0.0,3.0
PRESTONS,24555.060583395698,30,3,0.0,3.0
VOYAGER POINT,2833.2344110854497,30,3,0.0,3.0
PLEASURE POINT,850.544964028777,30,3,0.0,3.0
WEST HOXTON,29260.506631016,30,3,0.0,3.0
CECIL HILLS,6062.163857251329,30,3,0.0,3.0
HOXTON PARK,39270.534748648104,30,3,0.0,3.0
HINCHINBROOK,25455.7866730585,30,3,0.0,3.0
GREEN VALLEY,17279.2292361721,30,3,0.0,3.0
HORNINGSEA PARK,11346.2606368745,30,3,0.0,3.0
MIDDLETON GRANGE,35363.2505532333,30,3,0.0,3.0
DENHAM COURT,814.0016877637131,30,3,0.0,3.0
EDMONDSON PARK,10062.9522876528,30,3,0.0,3.0
LUDDENHAM,6220.87692307692,30,3,0.0,3.0
CARNES HILL,32236.054647160097,30,3,0.0,3.0
ELIZABETH HILLS,8113.7454020916,30,3,0.0,3.0
CECIL PARK,323.0,30,3,0.0,3.0
LEN WATERS ESTATE,,30,3,0.0,3.0
LEPPINGTON,4973.458256029679,30,3,0.0,3.0
BRINGELLY,17586.8885339013,30,3,0.0,3.0
GREENDALE,441.75,30,3,0.0,3.0
BADGERYS CREEK,57434.748251748206,30,3,0.0,3.0
KEMPS CREEK,68715.3894182039,30,3,0.0,3.0
WALLACIA,183.617699115044,30,3,0.0,3.0
AUSTRAL,60415.6613384516,30,3,0.0,3.0
ROSSMORE,,30,3,0.0,3.0
SILVERDALE,12.3448275862069,30,3,0.0,3.0
BUSBY,137387.658568905,45,3,0.0,3.0
MILLER,170993.786438868,45,3,0.0,3.0
CASULA,124210.64370710801,45,3,0.0,3.0
CARTWRIGHT,246182.61637772,45,3,0.0,3.0
HECKENBERG,115157.162857143,45,3,0.0,3.0
SADLEIR,98094.4222086638,45,3,0.0,3.0
LURNEA,169022.85587461598,45,3,0.0,3.0
ASHCROFT,86154.78680611419,45,3,0.0,3.0
LIVERPOOL,211374.076088808,45,3,0.0,3.0
MOOREBANK,148166.64672154599,45,3,0.0,3.0
WARWICK FARM,194727.955485107,45,3,0.0,3.0
WATTLE GROVE,14862.9152606396,45,3,0.0,3.0
CHIPPING NORTON,116237.39817559901,45,3,0.0,3.0
HOLSWORTHY,52016.2211726965,45,3,0.0,3.0
HAMMONDVILLE,15473.739971000501,45,3,0.0,3.0
MOUNT PRITCHARD,153008.77173913,45,3,0.0,3.0
PRESTONS,123298.64487658901,45,3,0.0,3.0
VOYAGER POINT,20363.8048498845,45,3,0.0,3.0
PLEASURE POINT,5597.01978417266,45,3,0.0,3.0
WEST HOXTON,141794.270802139,45,3,0.0,3.0
CECIL HILLS,45791.2955201215,45,3,0.0,3.0
HOXTON PARK,166959.56098538,45,3,0.0,3.0
HINCHINBROOK,140632.212080537,45,3,0.0,3.0
GREEN VALLEY,109451.387796313,45,3,0.0,3.0
HORNINGSEA PARK,93650.8509499599,45,3,0.0,3.0
MIDDLETON GRANGE,171121.137693632,45,3,0.0,3.0
DENHAM COURT,3049.6751054852302,45,3,0.0,3.0
EDMONDSON PARK,80181.48815355031,45,3,0.0,3.0
LUDDENHAM,8610.50629370629,45,3,0.0,3.0
CARNES HILL,128555.533993115,45,3,0.0,3.0
ELIZABETH HILLS,56207.502704652004,45,3,0.0,3.0
CECIL PARK,323.0,45,3,0.0,3.0
LEN WATERS ESTATE,,45,3,0.0,3.0
LEPPINGTON,26737.4879406308,45,3,0.0,3.0
BRINGELLY,64180.2783102591,45,3,0.0,3.0
GREENDALE,912.416666666667,45,3,0.0,3.0
BADGERYS CREEK,169889.405594406,45,3,0.0,3.0
KEMPS CREEK,213767.563754308,45,3,0.0,3.0
WALLACIA,1354.30265486726,45,3,0.0,3.0
AUSTRAL,212218.16684910603,45,3,0.0,3.0
ROSSMORE,,45,3,0.0,3.0
SILVERDALE,137.551724137931,45,3,0.0,3.0
BUSBY,461092.143992933,60,3,0.0,3.0
MILLER,507708.89054992,60,3,0.0,3.0
CASULA,416738.94113202795,60,3,0.0,3.0
CARTWRIGHT,1133997.35374401,60,3,0.0,3.0
HECKENBERG,354640.99301587295,60,3,0.0,3.0
SADLEIR,292594.222086638,60,3,0.0,3.0
LURNEA,609808.835927225,60,3,0.0,3.0
ASHCROFT,250787.20970769602,60,3,0.0,3.0
LIVERPOOL,1008658.00393693,60,3,0.0,3.0
MOOREBANK,912974.442191915,60,3,0.0,3.0
WARWICK FARM,852581.6291526321,60,3,0.0,3.0
WATTLE GROVE,108127.105766809,60,3,0.0,3.0
CHIPPING NORTON,570142.454732041,60,3,0.0,3.0
HOLSWORTHY,391898.11513099296,60,3,0.0,3.0
HAMMONDVILLE,100896.47220879699,60,3,0.0,3.0
MOUNT PRITCHARD,575377.831521739,60,3,0.0,3.0
PRESTONS,326167.409498878,60,3,0.0,3.0
VOYAGER POINT,275937.44630485,60,3,0.0,3.0
PLEASURE POINT,88691.821942446,60,3,0.0,3.0
WEST HOXTON,327577.18802139,60,3,0.0,3.0
CECIL HILLS,224825.579498861,60,3,0.0,3.0
HOXTON PARK,414717.707190066,60,3,0.0,3.0
HINCHINBROOK,395806.54573346104,60,3,0.0,3.0
GREEN VALLEY,370134.732660228,60,3,0.0,3.0
HORNINGSEA PARK,216034.330746588,60,3,0.0,3.0
MIDDLETON GRANGE,422436.053479223,60,3,0.0,3.0
DENHAM COURT,29118.331814346002,60,3,0.0,3.0
EDMONDSON PARK,188966.112078662,60,3,0.0,3.0
LUDDENHAM,11806.765034965,60,3,0.0,3.0
