shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
10th-ASTH-CSLA,-33.934177,150.8209088,84,12199.94282274205
10th-ASTH-CSLA,-33.9340793,150.821055,85,12218.76433027533
10th-ASTH-CSLA,-33.9337504,150.8214809,86,12275.881569592806
10th-ASTH-CSLA,-33.9335316,150.8215963,87,12300.69868450207
10th-ASTH-CSLA,-33.9333473,150.821624,88,12318.854639889789
10th-ASTH-CSLA,-33.9331251,150.8215516,89,12341.880173507385
10th-ASTH-CSLA,-33.9328195,150.8214528,90,12373.51802547272
10th-ASTH-CSLA,-33.9326257,150.8214274,91,12392.543888539107
10th-ASTH-CSLA,-33.9325444,150.8214168,92,12400.524412640512
10th-ASTH-CSLA,-33.9324031,150.8223029,93,12500.004767336988
10th-ASTH-CSLA,-33.9334432,150.8317836,94,13559.03757721455
10th-ASTH-CSLA,-33.9336678,150.8317795,95,13580.849815404743
10th-ASTH-CSLA,-33.9342148,150.8318289,96,13634.243942563558
10th-ASTH-CSLA,-33.9346196,150.8318527,97,13673.636901727126
10th-ASTH-CSLA,-33.9348226,150.8318714,98,13693.456522343313
10th-ASTH-CSLA,-33.9349268,150.8318839,99,13703.668831653236
10th-ASTH-CSLA,-33.9349727,150.8318974,100,13708.371506526624
10th-ASTH-CSLA,-33.935002,150.8319173,101,13711.975634613133
10th-ASTH-CSLA,-33.9350333,150.8319568,102,13717.316740528113
10th-ASTH-CSLA,-33.9350528,150.8320162,103,13724.187740483814
10th-ASTH-CSLA,-33.9350537,150.8320936,104,13732.794683318174
10th-ASTH-CSLA,-33.9350509,150.8321597,105,13740.14970437612
10th-ASTH-CSLA,-33.9350147,150.8325656,106,13785.42044122869
10th-ASTH-CSLA,-33.9349979,150.8326408,107,13793.93993052479
10th-ASTH-CSLA,-33.9349709,150.8327002,108,13801.046163372559
10th-ASTH-CSLA,-33.9349412,150.8327316,109,13805.574596095506
10th-ASTH-CSLA,-33.9349607,150.832772,110,13810.449575197923
10th-ASTH-CSLA,-33.9349821,150.8328269,111,13816.898118633251
10th-ASTH-CSLA,-33.9349798,150.8329024,112,13825.29631691973
10th-ASTH-CSLA,-33.9349389,150.8332982,113,13869.486133295315
10th-ASTH-CSLA,-33.9349203,150.833435,114,13884.80445352037
10th-ASTH-CSLA,-33.9348989,150.8335056,115,13892.92515901246
10th-ASTH-CSLA,-33.9348738,150.8335516,116,13898.59106619188
10th-ASTH-CSLA,-33.9348142,150.8336279,117,13908.860932038879
10th-ASTH-CSLA,-33.9347863,150.8336536,118,13912.79859156419
10th-ASTH-CSLA,-33.9348096,150.8336985,119,13918.279911318537
10th-ASTH-CSLA,-33.9348189,150.8337467,120,13923.715051443281
10th-ASTH-CSLA,-33.9348096,150.8338005,121,13929.76511453021
10th-ASTH-CSLA,-33.9347886398,150.8338666562,122,13937.397690983144
10th-ASTH-CSLA,-33.9347779,150.8338947,123,13940.68576461666
10th-ASTH-CSLA,-33.9345798,150.834378,124,13997.76493537482
10th-ASTH-CSLA,-33.9345435,150.8344318,125,14004.708339561703
10th-ASTH-CSLA,-33.9345081,150.8344677,126,14009.976159524198
10th-ASTH-CSLA,-33.9344579,150.834507,127,14016.522551318083
10th-ASTH-CSLA,-33.9344728,150.8345843,128,14025.23883713398
10th-ASTH-CSLA,-33.9344737,150.834637,129,14031.099469416773
10th-ASTH-CSLA,-33.9344542,150.834692,130,14037.50158706003
10th-ASTH-CSLA,-33.9343146,150.8350665,131,14081.2946921486
10th-ASTH-CSLA,-33.9342877,150.8351495,132,14090.886364060401
10th-ASTH-CSLA,-33.9342625,150.8352594,133,14103.349263328615
10th-ASTH-CSLA,-33.9342188,150.8354275,134,14122.516722565362
10th-ASTH-CSLA,-33.9341844,150.8356305,135,14145.33511717316
10th-ASTH-CSLA,-33.9341649,150.8357852,136,14162.640887164369
10th-ASTH-CSLA,-33.9341658,150.8358358,137,14168.268036831447
10th-ASTH-CSLA,-33.9341593,150.835875,138,14172.672340067129
10th-ASTH-CSLA,-33.9341667,150.83594,139,14179.935648289818
10th-ASTH-CSLA,-33.9341807,150.8359893,140,14185.58359808036
10th-ASTH-CSLA,-33.9342188,150.8361142,141,14199.956139347918
10th-ASTH-CSLA,-33.9342486,150.8360823,142,14204.533767566554
10th-ASTH-CSLA,-33.934297,150.8360519,143,14210.32278218117
10th-ASTH-CSLA,-33.934572,150.8360121,144,14237.38919246139
10th-ASTH-CSLA,-33.9348114,150.8359566,145,14261.439870993932
10th-ASTH-CSLA,-33.9349837,150.8359171,146,14278.736911439213
10th-ASTH-CSLA,-33.9350296,150.8358852,147,14284.432996306252
10th-ASTH-CSLA,-33.9352064,150.835762,148,14306.396048100223
10th-ASTH-CSLA,-33.935339,150.8356484,149,14324.433051417835
10th-ASTH-CSLA,-33.9353495,150.8356735,150,14327.4044331117
10th-ASTH-CSLA,-33.9353734,150.8357063,151,14331.727335360281
10th-ASTH-CSLA,-33.9353926,150.835722,152,14334.28140362146
10th-ASTH-CSLA,-33.9354167,150.8357339,153,14336.969684645797
10th-ASTH-CSLA,-33.9354465,150.8357393,154,14339.924863731323
10th-ASTH-CSLA,-33.9355158,150.8360832,155,14378.752370074799
10th-ASTH-CSLA,-33.9356164,150.8364281,156,14418.327994976537
10th-ASTH-CSLA,-33.9358438,150.836785,157,14463.742572357309
10th-ASTH-CSLA,-33.9360769,150.8372014,158,14515.280284154393
10th-ASTH-CSLA,-33.936135,150.8373496,159,14532.698311405124
10th-ASTH-CSLA,-33.9361976,150.8378023,160,14583.401993324633
10th-ASTH-CSLA,-33.936211,150.8379262,161,14597.240369371613
10th-ASTH-CSLA,-33.9361283,150.8383788,162,14648.203893639604
10th-ASTH-CSLA,-33.9360614,150.8388715,163,14703.373491768061
10th-ASTH-CSLA,-33.9360389,150.8394485,164,14767.570240942428
10th-ASTH-CSLA,-33.9361055,150.8399501,165,14823.719357145208
10th-ASTH-CSLA,-33.9360689,150.839975,166,14828.22452941688
10th-ASTH-CSLA,-33.9360425,150.84001,167,14832.884774498834
10th-ASTH-CSLA,-33.9360267,150.8400533,168,14837.938052520252
10th-ASTH-CSLA,-33.9360232,150.8401005,169,14843.197452528653
10th-ASTH-CSLA,-33.9360274,150.8401215,170,14845.567896064305
10th-ASTH-CSLA,-33.9360324,150.8401466,171,14848.400807020489
10th-ASTH-CSLA,-33.9360534,150.8401866,172,14853.293772262798
10th-ASTH-CSLA,-33.9360849,150.8402245,173,14858.501087009929
10th-ASTH-CSLA,-33.9361181,150.8406099,174,14901.476758628518
10th-ASTH-CSLA,-33.9360691,150.8410605,175,14951.806673959167
10th-ASTH-CSLA,-33.9359222,150.841436,176,14995.929827129083
10th-ASTH-CSLA,-33.9357387,150.8417437,177,15034.506366269736
10th-ASTH-CSLA,-33.9356528,150.8418968,178,15053.464001247312
10th-ASTH-CSLA,-33.9356055,150.8420702,179,15073.284740256155
10th-ASTH-CSLA,-33.9355828,150.8422235,180,15090.472874236168
10th-ASTH-CSLA,-33.9355639,150.842382,181,15108.192593027214
10th-ASTH-CSLA,-33.9355938,150.8427302,182,15147.019430373231
10th-ASTH-CSLA,-33.9356397,150.8430185,183,15179.385337963458
10th-ASTH-CSLA,-33.9356556,150.8431192,184,15190.688628927586
10th-ASTH-CSLA,-33.9356812,150.8432794,185,15208.67470052367
10th-ASTH-CSLA,-33.9357015,150.8434107,186,15223.407089861872
10th-ASTH-CSLA,-33.9358408,150.8444105,187,15335.399845992186
10th-ASTH-CSLA,-33.9358582,150.8445307,188,15348.871872714428
10th-ASTH-CSLA,-33.935864,150.844584,189,15354.825271963893
10th-ASTH-CSLA,-33.9361406,150.8465707,190,15577.363465046064
10th-ASTH-CSLA,-33.9361447,150.8466,191,15580.645718435595
10th-ASTH-CSLA,-33.9361257,150.8467263,192,15594.810339311492
10th-ASTH-CSLA,-33.9360856,150.8468764,193,15611.948968168941
10th-ASTH-CSLA,-33.936075,150.8469146,194,15616.31956546893
10th-ASTH-CSLA,-33.9360716,150.8469547,195,15620.79069558673
10th-ASTH-CSLA,-33.9360777,150.8470034,196,15626.238198894307
10th-ASTH-CSLA,-33.9360945,150.8470484,197,15631.501218499865
10th-ASTH-CSLA,-33.9361207,150.8470861,198,15636.404949885296
10th-ASTH-CSLA,-33.9361545,150.8471139,199,15640.913729701075
10th-ASTH-CSLA,-33.9362318,150.8475507,200,15690.060391744024
10th-ASTH-CSLA,-33.9362562,150.8479407,201,15733.49115779088
10th-ASTH-CSLA,-33.936336,150.8492897,202,15883.693363562837
10th-ASTH-CSLA,-33.9363483,150.849515,203,15908.774074627128
10th-ASTH-CSLA,-33.936375,150.8498798,204,15949.420824946408
10th-ASTH-CSLA,-33.9364273,150.8501762,205,15982.768091359401
10th-ASTH-CSLA,-33.9364962,150.8504377,206,16012.60551268641
10th-ASTH-CSLA,-33.9365848,150.8506941,207,16042.385969912415
10th-ASTH-CSLA,-33.9367629,150.8510957,208,16090.27435712073
10th-ASTH-CSLA,-33.9368954,150.8513366,209,16119.991522198652
10th-ASTH-CSLA,-33.9369832,150.8514451,210,16134.765083868839
10th-ASTH-CSLA,-33.9371353,150.8518213,211,16179.127941698205
10th-ASTH-CSLA,-33.9371343,150.8518691,212,16184.443953649901
10th-ASTH-CSLA,-33.9371403,150.8519122,213,16189.271753490946
10th-ASTH-CSLA,-33.9371543,150.8519531,214,16194.018509640024
10th-ASTH-CSLA,-33.9371751,150.8519896,215,16198.552014598328
10th-ASTH-CSLA,-33.9372018,150.85202,216,16202.812292649733
10th-ASTH-CSLA,-33.9372331,150.852043,217,16206.78473469675
10th-ASTH-CSLA,-33.937267,150.8520582,218,16210.485407586708
10th-ASTH-CSLA,-33.9373042,150.852063,219,16214.137259014915
10th-ASTH-CSLA,-33.9373407,150.8520591,220,16217.708345023031
10th-ASTH-CSLA,-33.9373785,150.8520444,221,16221.726721977868
10th-ASTH-CSLA,-33.9376554,150.8521589,222,16251.479324058835
10th-ASTH-CSLA,-33.9382636,150.8527427,223,16339.244397481467
10th-ASTH-CSLA,-33.9387327,150.8533087,224,16416.938618812237
10th-ASTH-CSLA,-33.9390427,150.8537811,225,16477.482857513543
10th-ASTH-CSLA,-33.9394807,150.8543188,226,16550.85974184348
10th-ASTH-CSLA,-33.9395568,150.8544142,227,16563.78838709306
10th-ASTH-CSLA,-33.9397947,150.8547126,228,16604.220377677262
10th-ASTH-CSLA,-33.9400268,150.855045,229,16647.512630193694
10th-ASTH-CSLA,-33.9402205,150.8553138,230,16682.82891891817
10th-ASTH-CSLA,-33.9403992,150.8555605,231,16715.289586882795
10th-ASTH-CSLA,-33.9405185,150.8557737,232,16741.676127326646
10th-ASTH-CSLA,-33.9405883,150.8559197,233,16759.26903833646
10th-ASTH-CSLA,-33.9407129,150.8562095,234,16793.69052274829
10th-ASTH-CSLA,-33.9408887,150.8573112,235,16917.378185746085
10th-ASTH-CSLA,-33.9409548,150.8578283,236,16975.234414013798
10th-ASTH-CSLA,-33.9410253,150.8583803,237,17036.994806838684
10th-ASTH-CSLA,-33.9413287,150.8606128,238,17286.980544742393
10th-ASTH-CSLA,-33.9422003,150.8671972,239,18024.01119985509
10th-ASTH-CSLA,-33.9422253,150.8673866,240,18045.21106910075
10th-ASTH-CSLA,-33.9422433,150.8675086,241,18058.889063032504
10th-ASTH-CSLA,-33.9423894,150.8685003,242,18170.070540607492
10th-ASTH-CSLA,-33.9428618,150.8719099,243,18551.967814919248
10th-ASTH-CSLA,-33.9428962,150.8720508,244,18567.98754437833
10th-ASTH-CSLA,-33.9428845,150.8720571,245,18569.322560340206
10th-ASTH-CSLA,-33.9428678,150.872072,246,18571.641239736873
10th-ASTH-CSLA,-33.9428535,150.8720946,247,18574.51256906403
10th-ASTH-CSLA,-33.9428448,150.8721254,248,18578.040093999778
10th-ASTH-CSLA,-33.9428441,150.8721484,249,18580.59848451075
10th-ASTH-CSLA,-33.9428496,150.8721758,250,18583.691712427757
10th-ASTH-CSLA,-33.9428585,150.8721953,251,18586.025994578464
10th-ASTH-CSLA,-33.9428774,150.8722179,252,18589.138135369038
10th-ASTH-CSLA,-33.9428929,150.872228,253,18591.016432398403
10th-ASTH-CSLA,-33.942916,150.8722347,254,18593.380654178574
10th-ASTH-CSLA,-33.9429266,150.8724024,255,18612.056472276734
10th-ASTH-CSLA,-33.9432243,150.8745145,256,18848.68511458111
10th-ASTH-CSLA,-33.9433859,150.8756286,257,18973.558082816162
10th-ASTH-CSLA,-33.9434367,150.875995,258,19014.597699268237
10th-ASTH-CSLA,-33.9435963,150.8771456,259,19143.47461705919
10th-ASTH-CSLA,-33.9437065868,150.87793099389998,260,19231.4611868938
10th-ASTH-CSLA,-33.9438171,150.878718,261,19319.628379349902
10th-ASTH-CSLA,-33.9440262,150.8801409,262,19479.1463341888
10th-ASTH-CSLA,-33.9441016,150.8807718,263,19549.680631134914
10th-ASTH-CSLA,-33.9441729,150.8815127,264,19632.355700438213
10th-ASTH-CSLA,-33.9442572,150.8821305,265,19701.53839589641
10th-ASTH-CSLA,-33.9442343,150.8821362,266,19703.85148459532
10th-ASTH-CSLA,-33.944214,150.8821489,267,19706.276971307507
10th-ASTH-CSLA,-33.9441963,150.8821662,268,19708.857073520732
10th-ASTH-CSLA,-33.9441818,150.8821875,269,19711.612728188455
10th-ASTH-CSLA,-33.9441712,150.8822119,270,19714.51471677821
10th-ASTH-CSLA,-33.9441649,150.8822383,271,19717.513382300516
10th-ASTH-CSLA,-33.9441632,150.8822658,272,19720.57570306381
10th-ASTH-CSLA,-33.944166,150.8822931,273,19723.623490244627
10th-ASTH-CSLA,-33.9441734,150.8823191,274,19726.60259233317
10th-ASTH-CSLA,-33.9441849,150.8823429,275,19729.475162409828
10th-ASTH-CSLA,-33.9442002,150.8823633,276,19732.187094506746
10th-ASTH-CSLA,-33.9442186,150.8823796,277,19734.73267153197
10th-ASTH-CSLA,-33.9442393,150.8823912,278,19737.12166015369
10th-ASTH-CSLA,-33.9442615,150.8823974,279,19739.3857397582
10th-ASTH-CSLA,-33.9442843,150.8823982,280,19741.60237566566
10th-ASTH-CSLA,-33.9449061,150.8868642,281,20241.859826414173
10th-ASTH-CSLA,-33.9449769,150.8873935,282,20301.11591030354
10th-ASTH-CSLA,-33.945005,150.8876041,283,20324.69216852711
10th-ASTH-CSLA,-33.9450342,150.8878222,284,20349.109156481336
10th-ASTH-CSLA,-33.9450431,150.8880634,285,20375.943342692208
10th-ASTH-CSLA,-33.9450241,150.8880692,286,20377.89857976253
10th-ASTH-CSLA,-33.9450043,150.8880838,287,20380.41563097481
10th-ASTH-CSLA,-33.9449924,150.8880996,288,20382.518750299667
10th-ASTH-CSLA,-33.9449828,150.888123,289,20385.282805631152
10th-ASTH-CSLA,-33.9449795,150.8881438,290,20387.61777617658
10th-ASTH-CSLA,-33.9449809,150.8881752,291,20391.11194967227
10th-ASTH-CSLA,-33.9449885,150.8881917,292,20393.08965461972
10th-ASTH-CSLA,-33.9449984,150.888208,293,20395.141501588576
10th-ASTH-CSLA,-33.9450112,150.8882213,294,20397.073704725895
10th-ASTH-CSLA,-33.9450289,150.8882316,295,20399.139735857996
10th-ASTH-CSLA,-33.9450492,150.8882358,296,20401.166385314646
10th-ASTH-CSLA,-33.945065,150.8882342,297,20402.711601100138
10th-ASTH-CSLA,-33.9450784,150.8882294,298,20404.118553916545
10th-ASTH-CSLA,-33.9451122,150.8883754,299,20420.68178035385
10th-ASTH-CSLA,-33.9454567,150.8909019,300,20703.602661639074
10th-ASTH-CSLA,-33.9455266,150.8913583,301,20754.804425614424
10th-ASTH-CSLA,-33.9456218,150.8919779,302,20824.318914740095
10th-ASTH-CSLA,-33.9457775,150.8929908,303,20937.959650927787
10th-ASTH-CSLA,-33.945778,150.8931236,304,20952.726437480025
10th-ASTH-CSLA,-33.9457785,150.8932115,305,20962.50060574459
10th-ASTH-CSLA,-33.9457586,150.8932261,306,20965.02516275388
10th-ASTH-CSLA,-33.9457482817,150.8932389696,307,20966.772381624025
10th-ASTH-CSLA,-33.9457371,150.8932651,308,20969.87439204986
10th-ASTH-CSLA,-33.9457338,150.893286,309,20972.220379484173
10th-ASTH-CSLA,-33.9457344,150.8933037,310,20974.189395441594
10th-ASTH-CSLA,-33.9457364,150.8933154,311,20975.50480793103
10th-ASTH-CSLA,-33.9457428,150.8933339,312,20977.653832294553
10th-ASTH-CSLA,-33.9457526,150.8933503,313,20979.711016207082
10th-ASTH-CSLA,-33.9457655,150.8933636,314,20981.64952618208
10th-ASTH-CSLA,-33.9457833,150.8933739,315,20983.723721815597
10th-ASTH-CSLA,-33.9458036,150.8933781,316,20985.750467173464
10th-ASTH-CSLA,-33.9458194,150.8933765,317,20987.295759157074
10th-ASTH-CSLA,-33.9458339,150.8934519,318,20995.79739256643
10th-ASTH-CSLA,-33.9459059,150.8937942,319,21034.496901987306
10th-ASTH-CSLA,-33.9460144,150.8944824,320,21111.743962484532
10th-ASTH-CSLA,-33.9461899,150.8955362,321,21230.15536639163
10th-ASTH-CSLA,-33.9463243,150.8962697,322,21312.755584359267
10th-ASTH-CSLA,-33.9464384,150.896928,323,21386.789950750703
10th-ASTH-CSLA,-33.9465293,150.8974398,324,21444.38077668091
10th-ASTH-CSLA,-33.9467589,150.8991459,325,21635.397726701103
10th-ASTH-CSLA,-33.9467958,150.8993957,326,21663.404671617798
10th-ASTH-CSLA,-33.9469158,150.9002101,327,21754.709402402535
10th-ASTH-CSLA,-33.9469407,150.9003944,328,21775.344961516566
10th-ASTH-CSLA,-33.9469613,150.9005912,329,21797.31949312398
10th-ASTH-CSLA,-33.9469718,150.9008472,330,21825.803708659314
10th-ASTH-CSLA,-33.9470372,150.9013041,331,21877.00456919543
10th-ASTH-CSLA,-33.9470677,150.9014517,332,21893.68235016854
10th-ASTH-CSLA,-33.9470731,150.9015487,333,21904.481026287634
10th-ASTH-CSLA,-33.9470613,150.9015644,334,21906.569599892573
10th-ASTH-CSLA,-33.9470517,150.9015876,335,21909.31277210538
10th-ASTH-CSLA,-33.9470484,150.9016084,336,21911.6477484102
10th-ASTH-CSLA,-33.9470489,150.9016261,337,21913.616500798886
10th-ASTH-CSLA,-33.9470509,150.9016377,338,21914.92091913868
10th-ASTH-CSLA,-33.9470573,150.9016562,339,21917.06995804627
10th-ASTH-CSLA,-33.947067,150.9016725,340,21919.112826720135
10th-ASTH-CSLA,-33.9470799,150.9016858,341,21921.051402213005
10th-ASTH-CSLA,-33.9470975,150.9016962,342,21923.115749236385
10th-ASTH-CSLA,-33.9471178,150.9017005,343,21925.14524067034
10th-ASTH-CSLA,-33.9471336,150.9016989,344,21926.69065594696
10th-ASTH-CSLA,-33.9471406,150.9017605,345,21933.57395625249
10th-ASTH-CSLA,-33.9471487,150.901832,346,21941.563261666925
10th-ASTH-CSLA,-33.9471859,150.902159,347,21978.10325295863
10th-ASTH-CSLA,-33.9472178,150.9023413,348,21998.60970202333
10th-ASTH-CSLA,-33.9472695,150.9025208,349,22019.19161966589
10th-ASTH-CSLA,-33.9473478,150.9027049,350,22041.030584410953
10th-ASTH-CSLA,-33.9473732,150.9027686,351,22048.531334729938
10th-ASTH-CSLA,-33.9474043,150.902836,352,22056.612122023475
10th-ASTH-CSLA,-33.9474427,150.9029064,353,22065.283924539508
10th-ASTH-CSLA,-33.9474741,150.9029648,354,22072.458688841187
10th-ASTH-CSLA,-33.9475431,150.9030737,355,22086.299837535422
10th-ASTH-CSLA,-33.9475775,150.9031345,356,22093.841588983716
10th-ASTH-CSLA,-33.9475765,150.9031526,357,22095.85656387884
10th-ASTH-CSLA,-33.9475789,150.9031706,358,22097.87161357103
10th-ASTH-CSLA,-33.9475844,150.9031876,359,22099.836014423207
10th-ASTH-CSLA,-33.9475929,150.9032027,360,22101.70718249764
10th-ASTH-CSLA,-33.9476038,150.9032152,361,22103.45462464461
10th-ASTH-CSLA,-33.9475357,150.9033455,362,22119.38272446343
10th-ASTH-CSLA,-33.9474949,150.9034834,363,22135.220671170264
10th-ASTH-CSLA,-33.9474654,150.9036144,364,22150.06655218256
10th-ASTH-CSLA,-33.9474392,150.9037696,365,22167.510774335682
10th-ASTH-CSLA,-33.9474316,150.9038994,366,22181.962773617062
10th-ASTH-CSLA,-33.9474356,150.9040536,367,22199.113459174994
10th-ASTH-CSLA,-33.9475831,150.9051302,368,22319.680898587758
10th-ASTH-CSLA,-33.9476538,150.9056464,369,22377.48940988293
10th-ASTH-CSLA,-33.9477128,150.9060899,370,22427.13651517082
10th-ASTH-CSLA,-33.9478163,150.9068683,371,22514.273038053034
10th-ASTH-CSLA,-33.9478573,150.9071226,372,22542.829196997962
10th-ASTH-CSLA,-33.9479468,150.9072714,373,22561.521200419913
10th-ASTH-CSLA,-33.9485205,150.9066948,374,22646.480821529327
10th-ASTH-CSLA,-33.9492504,150.9059126,375,22758.707045419498
10th-ASTH-CSLA,-33.9500038,150.9081923,376,23022.557069976254
10th-ASTH-CSLA,-33.9502209,150.9088396,377,23097.561246407036
10th-ASTH-CSLA,-33.9504047,150.9093876,378,23161.059451109642
10th-ASTH-CSLA,-33.9505344,150.9093723,379,23173.77645682631
10th-ASTH-CSLA,-33.9507582,150.9093386,380,23195.84315618485
10th-ASTH-CSLA,-33.9509642,150.9092711,381,23217.220697271387
10th-ASTH-CSLA,-33.9512729,150.9091732,382,23249.13070145781
10th-ASTH-CSLA,-33.9513161,150.9091882,383,23253.6475862004
